사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소
EMP0096,하아름,여,28,1999-03-11,990311-2384645,해당없음,2025-10-02,0,대졸,한양대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,haareum_dev@kakao.com,010-7750-6575,서울시 마포구 상암동
EMP0097,신준서,남,34,1993-09-20,930920-1894122,군필,2016-04-26,10,대학원졸,부산대학교,3.9,경력,계약직,네이버,대리,프로젝트관리,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀장,1,,,shinjunseo_kr@gmail.com,010-2085-5942,서울시 강남구 역삼동
EMP0098,윤재현,남,27,2000-01-03,000103-3229620,군필,2025-11-12,0,대졸,덕성여자대학교,3.3,경력,계약직,카카오,대리,백엔드개발,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,자발적퇴직,2026-11-12,yoonjaehyun64@gmail.com,010-6375-9088,서울시 서초구 서초동
EMP0099,류하은,여,40,1987-07-10,870710-2228725,해당없음,2010-04-18,16,대학원졸,충남대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,,,ryuhaeun_work@kakao.com,010-7626-8938,경기도 성남시 분당구 정자동
EMP0100,임하은,여,25,2002-04-21,020421-4673172,해당없음,2025-08-16,0,대학원졸,덕성여자대학교,3.2,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,사원,팀원,1,권고사직,2026-08-16,limhaeun50@kakao.com,010-1589-1538,서울시 마포구 상암동
EMP0101,천지유,여,37,1990-07-16,900716-2902364,해당없음,2019-05-23,6,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,과장,팀원,1,,,chunjiyu_465@naver.com,010-4844-6113,경기도 고양시 일산동구 장항동
EMP0102,원시우,남,28,1999-09-11,990911-1311559,군필,2022-03-01,4,대졸,가천대학교,2.9,추천,계약직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,대리,팀원,1,,,wonsiwoo_371@hanmail.net,010-2506-2552,경기도 고양시 일산동구 장항동
EMP0103,송하은,여,39,1988-06-26,880626-2994199,해당없음,2017-07-07,8,대졸,홍익대학교,3.1,추천,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀장,1,,,songhaeun_305@naver.com,010-5919-8133,서울시 영등포구 여의도동
EMP0104,정예린,여,31,1996-05-22,960522-2412453,해당없음,2021-11-06,4,대졸,서강대학교,2.5,경력,정규직,카카오,차장,프로젝트관리,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,jungyerin.2@nate.com,010-9196-2976,경기도 성남시 분당구 정자동
EMP0105,노하린,여,36,1991-10-24,911024-2735242,해당없음,2023-06-11,2,대졸,성균관대학교,2.8,경력,정규직,쿠팡,과장,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,nohharin33@hanmail.net,010-4872-8248,서울시 은평구 불광동
EMP0106,배현준,남,28,1999-03-15,990315-1760766,군필,2022-05-07,4,대졸,숙명여자대학교,3.7,공채,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,대리,팀원,1,,,baehyunjun52@naver.com,010-5089-9460,경기도 용인시 기흥구 영덕동
EMP0107,구준혁,남,34,1993-05-06,930506-1278386,미필,2020-12-05,5,전문대졸,경북전문대학교,3.1,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,,,koojunhyuk_606@daum.net,010-5717-9096,서울시 은평구 불광동
EMP0108,허건우,남,39,1988-04-14,880414-1803375,군필,2012-12-22,13,대졸,연세대학교,3.4,경력,정규직,롯데그룹,사원,백엔드개발,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,heogunwoo39@hanmail.net,010-3938-5264,서울시 마포구 상암동
EMP0109,고하은,여,25,2002-07-05,020705-4767578,해당없음,2025-12-17,0,대졸,서울대학교,3.8,추천,계약직,,,,두리안정보기술,경기 판교,개발부,AI팀,1,사원,팀원,1,,,kohaeun_dev@naver.com,010-8653-8150,서울시 서초구 서초동
EMP0110,박은별,여,35,1992-02-28,920228-2791577,해당없음,2020-08-16,5,대학원졸,연세대학교,3.8,경력,계약직,카카오,대리,백엔드개발,두리안정보기술,경기 판교,개발부,AI팀,1,대리,팀원,1,,,parkeunbyul_144@gmail.com,010-5635-6294,서울시 강남구 삼성동
EMP0111,차재현,남,28,1999-04-25,990425-1690408,군필,2022-05-06,4,대학원졸,경북대학교,3.7,추천,계약직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,대리,팀원,1,,,chajaehyun79@gmail.com,010-9410-6599,서울시 강서구 마곡동
EMP0112,진준서,남,39,1988-02-10,880210-1983855,군필,2015-11-17,10,대졸,동국대학교,3.5,경력,계약직,쿠팡,과장,백엔드개발,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,jinjunseo85@hanmail.net,010-5342-6592,서울시 마포구 상암동
EMP0113,오주원,남,56,1971-07-18,710718-1353524,군필,2002-11-04,23,대졸,경희대학교,3.5,경력,계약직,KT,차장,마케팅기획,두리안정보기술,경기 판교,개발부,,1,부장,본부장,2,,,ohjuwon99@gmail.com,010-3721-3497,서울시 강서구 마곡동
EMP0114,심서윤,여,40,1987-10-27,871027-2779792,해당없음,2019-04-10,7,전문대졸,영진전문대학교,4.0,추천,계약직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,과장,팀장,1,,,shimseoyoon80@naver.com,010-5718-4149,경기도 성남시 분당구 판교동
EMP0115,유소희,여,34,1993-10-28,931028-2418402,해당없음,2016-11-11,9,대학원졸,세종대학교,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,yoosohee_467@hanmail.net,010-1523-2043,서울시 용산구 이태원동
EMP0116,윤유진,여,25,2002-05-11,020511-4264660,해당없음,2025-04-16,1,대학원졸,전북대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,yoonyujin_kr@naver.com,010-3014-4307,서울시 강서구 마곡동
EMP0117,함서연,여,34,1993-03-03,930303-2555157,해당없음,2021-05-17,5,대졸,국민대학교,2.7,경력,정규직,쿠팡,대리,데이터분석,두리안정보기술,서울 강남,영업부,해외영업팀,1,대리,팀원,1,,,hamseoyeon.7@daum.net,010-6139-6638,서울시 강남구 역삼동
EMP0118,곽유진,여,30,1997-09-20,970920-2861800,해당없음,2023-11-07,2,대졸,가천대학교,2.6,인턴전환,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,kwakyujin48@kakao.com,010-5881-1085,서울시 강서구 마곡동
EMP0119,황하영,여,41,1986-10-08,861008-2916656,해당없음,2015-09-28,10,대졸,광운대학교,3.6,경력,계약직,SK하이닉스,사원,인사관리,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,hwanghayoung98@naver.com,010-3364-9286,서울시 서초구 방배동
EMP0120,천하은,여,25,2002-01-24,020124-4291970,해당없음,2025-08-16,0,전문대졸,인하공업전문대학,2.7,추천,계약직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,chunhaeun.8@daum.net,010-8411-6534,서울시 은평구 불광동
EMP0121,방세연,여,26,2001-08-22,010822-4189288,해당없음,2024-11-15,1,대졸,고려대학교,3.1,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,사원,팀원,1,,,bangseyeon73@gmail.com,010-9713-3944,서울시 강남구 역삼동
EMP0122,신지원,여,50,1977-09-20,770920-2508881,해당없음,2004-02-26,22,대졸,전남대학교,2.8,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀장,2,계약만료,2013-09-20,shinjiwon_364@naver.com,010-4874-9076,경기도 성남시 분당구 정자동
EMP0123,윤나은,여,29,1998-02-16,980216-2682119,해당없음,2023-09-14,2,대졸,부산대학교,3.3,인턴전환,계약직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,yoonnaeun10@daum.net,010-5110-7228,서울시 노원구 상계동
EMP0124,우도현,남,27,2000-10-03,001003-3533232,미필,2023-12-18,2,대졸,덕성여자대학교,3.6,경력,계약직,SK하이닉스,과장,인사관리,두리안정보기술,서울 강남,개발부,인프라팀,1,대리,팀원,1,,,woodohyun78@nate.com,010-3022-6783,서울시 은평구 불광동
EMP0125,손윤서,여,47,1980-04-15,800415-2696746,해당없음,2005-08-12,20,고졸,,,인턴전환,계약직,,,,두리안정보기술,서울 여의도,인사부,,3,부장,본부장,2,,,sonyunseo85@naver.com,010-5253-4734,경기도 성남시 분당구 정자동
EMP0126,서서윤,여,51,1976-08-01,760801-2362127,해당없음,2007-11-18,18,대졸,전남대학교,3.5,공채,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,부장,팀장,2,,,seoseoyoon13@gmail.com,010-6477-5102,서울시 송파구 잠실동
EMP0127,심민재,남,27,2000-04-03,000403-3991215,군필,2023-09-26,2,고졸,,,추천,계약직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,,,shimminjae68@kakao.com,010-2659-6564,경기도 용인시 기흥구 영덕동
EMP0128,남준서,남,36,1991-01-20,910120-1486746,군필,2022-02-04,4,대학원졸,경북대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,대리,팀원,1,,,namjunseo_619@naver.com,010-4297-2120,서울시 용산구 이태원동
EMP0129,지태호,남,48,1979-06-20,790620-1404691,군필,2006-10-19,19,대학원졸,명지대학교,3.2,공채,계약직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,부장,팀장,2,,,jitaeho_130@naver.com,010-5292-3855,서울시 용산구 이태원동
EMP0130,오도현,남,26,2001-11-05,011105-3995940,군필,2024-02-01,2,대졸,전남대학교,2.9,추천,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,사원,팀원,1,,,ohdohyun.9@kakao.com,010-4428-2333,경기도 성남시 분당구 판교동
EMP0131,한도현,남,35,1992-08-06,920806-1468653,면제,2021-08-17,4,대졸,아주대학교,2.9,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,handohyun64@kakao.com,010-7700-7021,경기도 성남시 분당구 판교동
EMP0132,송예진,여,26,2001-11-03,011103-4996531,해당없음,2024-04-09,2,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,사원,팀원,1,,,songyejin61@nate.com,010-9399-3445,서울시 은평구 불광동
EMP0133,권건우,남,34,1993-09-25,930925-1663718,군필,2016-10-26,9,대학원졸,서강대학교,3.7,추천,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,과장,팀원,1,,,kwongunwoo_kr@hanmail.net,010-7404-7247,서울시 마포구 합정동
EMP0134,정보미,여,30,1997-10-15,971015-2507888,해당없음,2020-02-11,6,대학원졸,한국외국어대학교,2.5,경력,정규직,롯데그룹,사원,데이터분석,두리안정보기술,서울 강남,영업부,국내영업팀,1,대리,팀원,1,,,jungbomi.5@naver.com,010-9232-8519,서울시 송파구 문정동
EMP0135,김준서,남,32,1995-04-17,950417-1832453,미필,2018-07-20,7,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀장,1,,,kimjunseo_dev@nate.com,010-2093-4559,경기도 성남시 분당구 판교동
EMP0136,현지현,여,29,1998-06-14,980614-2247068,해당없음,2026-02-17,0,대졸,성균관대학교,2.5,추천,계약직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,hyunjihyun_958@daum.net,010-3034-9759,서울시 은평구 불광동
EMP0137,정민준,남,40,1987-03-07,870307-1935635,군필,2014-08-12,11,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,개발부,프론트팀,1,차장,팀원,2,,,jungminjun_210@hanmail.net,010-4393-9875,서울시 은평구 불광동
EMP0138,윤소희,여,25,2002-01-13,020113-4830139,해당없음,2025-06-06,0,대졸,서강대학교,3.5,공채,계약직,,,,두리안정보기술,경기 판교,개발부,인프라팀,1,사원,팀원,1,,,yoonsohee23@daum.net,010-1289-8354,서울시 은평구 불광동
EMP0139,하성준,남,41,1986-02-10,860210-1354016,군필,2009-01-20,17,대졸,연세대학교,2.9,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,hasungjun.7@daum.net,010-4007-8247,경기도 용인시 기흥구 영덕동
EMP0140,정정수,남,27,2000-04-05,000405-3870627,군필,2025-11-05,0,전문대졸,경북전문대학교,3.6,추천,계약직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,사원,팀원,1,,,jungjungsu@hanmail.net,010-9801-3503,경기도 수원시 영통구 매탄동
EMP0141,안성민,남,35,1992-09-20,920920-1465511,군필,2017-05-13,9,대졸,동국대학교,2.5,경력,계약직,네이버,차장,재무회계,두리안정보기술,경기 판교,개발부,AI팀,1,과장,팀장,1,,,ahnsungmin_159@kakao.com,010-1565-6921,경기도 용인시 기흥구 영덕동
EMP0142,원준서,남,36,1991-05-08,910508-1767083,면제,2020-11-05,5,대졸,서울대학교,3.1,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,wonjunseo10@gmail.com,010-2587-2144,서울시 영등포구 여의도동
EMP0143,진다현,여,47,1980-03-23,800323-2321321,해당없음,2009-03-12,17,대졸,충남대학교,2.8,경력,정규직,카카오,차장,프로젝트관리,두리안정보기술,서울 강남,인사부,교육팀,3,부장,팀장,2,권고사직,2014-06-30,jindahyun_work@daum.net,010-6620-6164,서울시 송파구 잠실동
EMP0144,지소연,여,36,1991-06-26,910626-2441337,해당없음,2023-06-28,2,대학원졸,충남대학교,2.5,경력,계약직,포스코,과장,영업관리,두리안정보기술,경기 판교,개발부,인프라팀,1,대리,팀원,1,,,jisoyeon54@nate.com,010-2645-7305,서울시 강동구 천호동
EMP0145,천준서,남,40,1987-01-05,870105-1229077,군필,2014-12-17,11,대졸,충남대학교,3.8,경력,정규직,포스코,대리,영업관리,두리안정보기술,경기 판교,개발부,AI팀,1,과장,팀원,1,,,chunjunseo_work@kakao.com,010-7252-8159,서울시 송파구 잠실동
EMP0146,안지호,남,28,1999-12-19,991219-1813011,군필,2023-02-11,3,전문대졸,인하공업전문대학,3.4,추천,계약직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,대리,팀원,1,자발적퇴직,2025-10-07,ahnjiho_kr@hanmail.net,010-3022-5480,경기도 고양시 일산동구 장항동
EMP0147,나예린,여,35,1992-06-05,920605-2888808,해당없음,2015-07-02,10,대졸,서울대학교,3.6,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,과장,팀원,1,,,nayerin_dev@naver.com,010-4436-4573,서울시 마포구 합정동
EMP0148,양동현,남,26,2001-03-02,010302-3763049,군필,2024-07-22,1,대졸,성균관대학교,4.0,공채,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,yangdonghyun_184@gmail.com,010-8856-5484,서울시 서초구 서초동
EMP0149,손태호,남,42,1985-02-11,850211-1141044,군필,2012-10-05,13,전문대졸,영진전문대학교,3.1,공채,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,차장,팀원,2,,,sontaeho12@hanmail.net,010-5891-6956,경기도 수원시 영통구 매탄동
EMP0150,허민준,남,31,1996-05-22,960522-1177971,군필,2023-09-26,2,대졸,단국대학교,3.3,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,heominjun_567@hanmail.net,010-4338-2156,경기도 용인시 기흥구 영덕동
EMP0151,나다은,여,46,1981-03-11,810311-2863706,해당없음,2009-07-27,16,대학원졸,한양대학교,3.3,공채,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,nadaeun.5@gmail.com,010-1785-3797,서울시 용산구 이태원동
EMP0152,오민지,여,51,1976-03-09,760309-2766511,해당없음,2005-08-19,20,대졸,중앙대학교,2.6,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,부장,팀원,2,,,ohminji12@naver.com,010-1940-2385,서울시 강동구 천호동
EMP0153,김미래,여,44,1983-09-22,830922-2218733,해당없음,2014-08-16,11,대졸,광운대학교,3.9,경력,정규직,쿠팡,과장,영업관리,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,kimmirae_406@gmail.com,010-7449-4562,서울시 강동구 천호동
EMP0154,남우혁,남,31,1996-08-11,960811-1788159,군필,2019-01-20,7,대졸,경북대학교,3.0,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀장,1,,,namwoohyuk96@naver.com,010-5667-1659,서울시 서초구 방배동
EMP0155,백혜린,여,26,2001-05-04,010504-4186627,해당없음,2025-08-22,0,전문대졸,명지전문대학,3.0,경력,계약직,쿠팡,차장,데이터분석,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,사원,팀원,1,,,baekhyerin43@naver.com,010-8764-2688,경기도 성남시 분당구 정자동
EMP0156,서성준,남,46,1981-03-13,810313-1142875,군필,2014-04-04,12,전문대졸,경북전문대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,차장,팀원,2,자발적퇴직,2019-07-09,seosungjun45@naver.com,010-5133-9049,서울시 노원구 상계동
EMP0157,전채원,여,24,2003-06-24,030624-4464211,해당없음,2026-03-11,0,대졸,한양대학교,3.4,경력,정규직,KT,사원,백엔드개발,두리안정보기술,경기 판교,기획부,사업기획팀,1,사원,팀원,1,자발적퇴직,2027-03-11,jeonchaewon9@naver.com,010-5491-3112,서울시 강동구 천호동
